RXangle,TXangle,RSSI_avg,RSSI_max,Num_of_Samples
24,50,-74.0518,0.0,4004364
25,50,-72.8299,0.0,4005092
26,50,-74.3205,0.0,4004364
27,50,-73.3136,0.0,4005456
28,50,-70.7105,0.0,4004728
29,50,-73.3649,0.0,4004728
30,50,-71.618,0.0,4003636
31,50,-71.6365,0.0,4005092
32,50,-74.6127,0.0,4005092
33,50,-70.5893,0.0,4005092
34,50,-70.0303,0.0,4002544
35,50,-72.3973,0.0,4005456
36,50,-67.1692,0.0,4005092
37,50,-62.0573,0.0,4005092
38,50,-58.324,0.0,4005092
39,50,-56.1928,0.0,4005456
40,50,-55.1529,0.0,4005456
41,50,-56.2142,0.0,4004728
42,50,-58.968,0.0,4005092
43,50,-65.0683,0.0,4005092
44,50,-67.6201,0.0,4005092
45,50,-68.8872,0.0,4005092
46,50,-72.2448,0.0,4004728
47,50,-72.5129,0.0,4005092
48,50,-73.4676,0.0,4005820
49,50,-75.3594,0.0,4005092
50,50,-72.3886,0.0,4005456
51,50,-75.1274,0.0,4005092
52,50,-69.1015,0.0,4005092
53,50,-67.0893,0.0,4005092
54,50,-66.6433,0.0,4005092
55,50,-66.2084,0.0,4004000
56,50,-66.0336,0.0,4005092
57,50,-65.2382,0.0,4005092
58,50,-64.4949,0.0,4005092
59,50,-71.2342,0.0,4004728
60,50,-74.3291,0.0,4005092
61,50,-72.5221,0.0,4005092
62,50,-74.2163,0.0,4004364
63,50,-74.4001,0.0,4004728
64,50,-70.988,0.0,4005092
65,50,-73.5214,0.0,4005092
66,50,-70.2564,0.0,4005456
67,50,-69.8954,0.0,4005092
68,50,-73.6767,0.0,4005092
69,50,-73.9108,0.0,4005092
70,50,-73.6349,0.0,4004728
71,50,-74.4776,0.0,4004728
72,50,-67.8595,0.0,4005820
73,50,-72.4671,0.0,4005092
74,50,-69.0827,0.0,4005092
75,50,-69.6536,0.0,4005820
76,50,-69.3328,0.0,4002544
77,50,-71.7751,0.0,4005092
78,50,-71.4029,0.0,4005456
79,50,-74.5501,0.0,4005092
80,50,-72.8432,0.0,4005092
81,50,-74.3977,0.0,4005092
82,50,-75.2903,0.0,4001088
83,50,-73.7379,0.0,4005092
84,50,-75.2808,0.0,4005092
85,50,-75.3278,0.0,4005092
86,50,-75.46,0.0,4005092
87,50,-74.865,0.0,4005092
88,50,-74.5423,0.0,4002544
89,50,-74.7071,0.0,4005092
90,50,-69.8547,0.0,4005092
91,50,-71.8744,0.0,4005456
92,50,-73.212,0.0,4005456
93,50,-70.1008,0.0,4005456
94,50,-73.5371,0.0,4005092
95,50,-75.478,0.0,4005092
96,50,-75.1862,0.0,4005092
97,50,-73.3616,0.0,4005820
98,50,-75.0355,0.0,4005092
99,50,-75.3869,0.0,4005092
100,50,-74.6159,0.0,4005092
0,51,-56.1556,0.0,4008004
1,51,-66.6554,0.0,4005092
2,51,-64.8129,0.0,4005092
3,51,-67.4843,0.0,4005092
4,51,-71.4902,0.0,4005092
5,51,-59.2619,0.0,4005820
6,51,-57.0424,0.0,4005092
7,51,-61.448,0.0,4005456
8,51,-62.3157,0.0,4005092
9,51,-64.8039,0.0,4005092
10,51,-59.3945,0.0,4006548
11,51,-61.0516,0.0,4005092
12,51,-66.8524,0.0,4005092
13,51,-72.0078,0.0,4005456
14,51,-70.5835,0.0,4005456
15,51,-73.3347,0.0,4005456
16,51,-75.1617,0.0,4002908
17,51,-73.5166,0.0,4005456
18,51,-74.3718,0.0,4004000
19,51,-75.4781,0.0,4005456
20,51,-75.5318,0.0,4004364
21,51,-75.5459,0.0,4005092
22,51,-74.3619,0.0,4004000
23,51,-75.4239,0.0,4005456
24,51,-74.4149,0.0,4002908
25,51,-72.1358,0.0,4005092
26,51,-74.0476,0.0,4004364
27,51,-73.4706,0.0,4005092
28,51,-72.01,0.0,4004728
29,51,-73.1854,0.0,4005092
30,51,-73.2119,0.0,4005092
31,51,-73.9822,0.0,4005456
32,51,-73.313,0.0,4005092
33,51,-74.077,0.0,4005092
34,51,-71.6282,0.0,4005092
35,51,-70.1164,0.0,4005092
36,51,-64.9473,0.0,4001088
37,51,-61.547,0.0,4005456
38,51,-59.6481,0.0,4005092
39,51,-58.0451,0.0,4005092
40,51,-57.277,0.0,4004728
41,51,-58.603,0.0,4005456
42,51,-62.0002,0.0,4005092
43,51,-66.1409,0.0,4004728
44,51,-74.3068,0.0,4005456
45,51,-72.3384,0.0,4005092
46,51,-71.9317,0.0,4005456
47,51,-74.2849,0.0,4005092
48,51,-74.818,0.0,4005092
49,51,-74.0793,0.0,4005456
50,51,-71.5903,0.0,4004000
51,51,-68.0154,0.0,4005092
52,51,-64.8823,0.0,4005092
53,51,-61.749,0.0,4005092
54,51,-60.8252,0.0,4005092
55,51,-60.8549,0.0,4005092
56,51,-60.4385,0.0,4005092
57,51,-64.4244,0.0,4001816
58,51,-69.4845,0.0,4005092
59,51,-67.0271,0.0,4005092
60,51,-73.1288,0.0,4005092
61,51,-73.0137,0.0,4003272
62,51,-71.4092,0.0,4005092
63,51,-68.0426,0.0,4005092
64,51,-72.169,0.0,4005092
65,51,-71.1231,0.0,4005092
66,51,-68.1582,0.0,4005092
67,51,-70.7385,0.0,4005456
68,51,-75.3783,0.0,4005456
69,51,-74.0744,0.0,4005092
70,51,-69.4575,0.0,4004728
71,51,-72.7689,0.0,4005092
72,51,-71.6039,0.0,4004728
73,51,-70.416,0.0,4005456
74,51,-72.0645,0.0,4005092
75,51,-72.011,0.0,4005092
76,51,-71.3761,0.0,4004728
77,51,-69.0791,0.0,4005456
78,51,-68.7454,0.0,4005092
79,51,-74.6734,0.0,4004728
80,51,-73.5084,0.0,4005456
81,51,-70.9525,0.0,4005456
82,51,-75.4655,0.0,4002544
83,51,-73.7043,0.0,4005092
84,51,-74.4091,0.0,4004728
85,51,-74.4407,0.0,4005092
86,51,-73.6796,0.0,4005092
87,51,-72.6808,0.0,4005092
88,51,-74.8526,0.0,4002180
89,51,-74.1665,0.0,4004728
90,51,-71.1355,0.0,4005092
91,51,-71.4381,0.0,4004728
92,51,-74.1927,0.0,4005092
93,51,-74.852,0.0,4005092
94,51,-75.2821,0.0,4002544
95,51,-75.2664,0.0,4005820
96,51,-75.1011,0.0,4005092
97,51,-74.3788,0.0,4005092
98,51,-74.7174,0.0,4002908
99,51,-74.8522,0.0,4005092
100,51,-75.1008,0.0,4004364
0,52,-62.4322,0.0,4005456
1,52,-69.1725,0.0,4005456
2,52,-70.1459,0.0,4005456
3,52,-67.3494,0.0,4005456
4,52,-68.8173,0.0,4004728
5,52,-64.5678,0.0,4005456
6,52,-61.1309,0.0,4005456
7,52,-67.4628,0.0,4005456
8,52,-64.486,0.0,4005456
9,52,-59.7304,0.0,4005456
10,52,-61.0217,0.0,4003272
11,52,-70.8331,0.0,4005092
12,52,-65.922,0.0,4004364
13,52,-63.7773,0.0,4004728
14,52,-71.9922,0.0,4004000
15,52,-72.7896,0.0,4005820
16,52,-75.2279,0.0,4016740
17,52,-74.1475,0.0,4005092
18,52,-75.0079,0.0,4005092
19,52,-75.0698,0.0,4005456
20,52,-74.7123,0.0,4002908
21,52,-75.2344,0.0,4005456
22,52,-75.2001,0.0,4004728
23,52,-74.8971,0.0,4005092
24,52,-74.9165,0.0,4004728
25,52,-74.2359,0.0,4005456
26,52,-75.4445,0.0,4005456
27,52,-73.0209,0.0,4004728
28,52,-71.663,0.0,4005456
29,52,-73.1936,0.0,4005092
30,52,-72.9817,0.0,4005092
31,52,-74.1016,0.0,4005092
32,52,-73.4082,0.0,4005092
33,52,-75.0613,0.0,4005092
34,52,-72.4301,0.0,4005092
35,52,-71.6409,0.0,4004728
36,52,-68.1682,0.0,4005456
37,52,-66.9833,0.0,4005456
38,52,-65.1889,0.0,4005092
39,52,-64.7886,0.0,4001452
40,52,-63.5941,0.0,4005092
41,52,-64.5038,0.0,4004000
42,52,-68.6947,0.0,4005456
43,52,-69.7265,0.0,4003636
44,52,-73.9146,0.0,4005092
45,52,-74.1754,0.0,4005092
46,52,-75.4093,0.0,4005456
47,52,-71.24,0.0,4005092
48,52,-72.7094,0.0,4005092
49,52,-74.2164,0.0,4001088
50,52,-70.4263,0.0,4005092
51,52,-65.5961,0.0,4004728
52,52,-65.3609,0.0,4005092
53,52,-63.1163,0.0,4003272
54,52,-62.5286,0.0,4005092
55,52,-61.2236,0.0,4004000
56,52,-60.0001,0.0,4005092
57,52,-65.1438,0.0,4005092
58,52,-64.6597,0.0,4004728
59,52,-59.6733,0.0,4005092
60,52,-66.5342,0.0,4004728
61,52,-74.5634,0.0,4005456
62,52,-71.7737,0.0,4004728
63,52,-68.9945,0.0,4005092
64,52,-69.4594,0.0,4005456
65,52,-67.8904,0.0,4005092
66,52,-67.9353,0.0,4005820
67,52,-71.9785,0.0,4005092
68,52,-75.0072,0.0,4004364
69,52,-75.2873,0.0,4005456
70,52,-71.9638,0.0,4005092
71,52,-70.9082,0.0,4005092
72,52,-71.0576,0.0,4004728
73,52,-73.0064,0.0,4004728
74,52,-73.3562,0.0,4001816
75,52,-71.1765,0.0,4005092
76,52,-73.6803,0.0,4004000
77,52,-69.4867,0.0,4005092
78,52,-70.5314,0.0,4004728
79,52,-72.1121,0.0,4004728
80,52,-72.6699,0.0,4004000
81,52,-71.729,0.0,4004728
82,52,-74.1783,0.0,4005456
83,52,-75.2672,0.0,4004728
84,52,-72.6147,0.0,4005456
85,52,-73.4993,0.0,4005092
86,52,-75.1242,0.0,4002180
87,52,-73.4402,0.0,4005092
88,52,-74.7242,0.0,4005092
89,52,-73.917,0.0,4005092
90,52,-75.3969,0.0,4003636
91,52,-75.3919,0.0,4005456
92,52,-75.3156,0.0,4005456
93,52,-73.331,0.0,4005092
94,52,-74.1577,0.0,4002908
95,52,-75.2006,0.0,4005456
96,52,-74.9372,0.0,4004000
97,52,-74.842,0.0,4005456
98,52,-75.3273,0.0,4003636
99,52,-75.1149,0.0,4005092
100,52,-75.3429,0.0,4003272
0,53,-65.4097,0.0,4005092
1,53,-70.6819,0.0,4003636
2,53,-72.3825,0.0,4005092
3,53,-73.4978,0.0,4004364
4,53,-71.5587,0.0,4005092
5,53,-66.9834,0.0,4004364
6,53,-65.251,0.0,4005092
7,53,-66.3838,0.0,4005456
8,53,-64.7318,0.0,4004364
9,53,-64.3468,0.0,4004728
10,53,-74.3214,0.0,4005456
11,53,-63.3358,0.0,4002180
12,53,-61.3171,0.0,4005092
13,53,-65.9102,0.0,4005092
14,53,-71.346,0.0,4004364
15,53,-74.9428,0.0,4005456
16,53,-73.6174,0.0,4004728
17,53,-74.5775,0.0,4005092
18,53,-72.5581,0.0,4004728
19,53,-74.359,0.0,4005092
20,53,-74.6358,0.0,4005092
21,53,-75.387,0.0,4004728
22,53,-75.3178,0.0,4005456
23,53,-74.625,0.0,4002908
24,53,-75.0307,0.0,4005092
25,53,-75.329,0.0,4005092
26,53,-75.1632,0.0,4005092
27,53,-74.8666,0.0,4004728
28,53,-75.1316,0.0,4005456
29,53,-75.4259,0.0,4005456
30,53,-73.682,0.0,4005456
31,53,-73.9194,0.0,4005092
32,53,-74.9126,0.0,4004000
33,53,-74.5811,0.0,4004728
34,53,-74.757,0.0,4005092
35,53,-72.893,0.0,4005456
36,53,-72.2396,0.0,4005092
37,53,-69.1208,0.0,4005456
38,53,-66.5169,0.0,4001088
39,53,-65.1777,0.0,4005092
40,53,-63.4098,0.0,4005092
41,53,-63.8562,0.0,4005820
42,53,-69.4903,0.0,4003272
43,53,-70.7405,0.0,4005456
44,53,-71.0455,0.0,4003272
45,53,-73.854,0.0,4005092
46,53,-73.5929,0.0,4003636
47,53,-75.4659,0.0,4005092
48,53,-66.2836,0.0,4004000
49,53,-65.2494,0.0,4005092
50,53,-68.7515,0.0,4004728
51,53,-60.255,0.0,4006184
52,53,-58.7462,0.0,4002544
53,53,-60.6498,0.0,4005092
54,53,-61.5729,0.0,4004728
55,53,-68.2247,0.0,4005092
56,53,-71.7741,0.0,4005092
57,53,-66.2864,0.0,4005092
58,53,-68.9943,0.0,4005092
59,53,-63.4067,0.0,4005456
60,53,-66.2628,0.0,4005092
61,53,-73.0295,0.0,4005456
62,53,-73.1008,0.0,4005456
63,53,-73.4532,0.0,4005092
64,53,-71.107,0.0,4005456
65,53,-69.1583,0.0,4004364
66,53,-70.3749,0.0,4005092
67,53,-75.3564,0.0,4005092
68,53,-71.2031,0.0,4005092
69,53,-70.4883,0.0,4005092
70,53,-70.9949,0.0,4005092
71,53,-68.9168,0.0,4005092
72,53,-71.3427,0.0,4005456
73,53,-73.6496,0.0,4005456
74,53,-74.8234,0.0,4005456
75,53,-69.2609,0.0,4005456
76,53,-70.0789,0.0,4005092
77,53,-67.9422,0.0,4005092
78,53,-71.3393,0.0,4004000
79,53,-71.3769,0.0,4005092
80,53,-71.103,0.0,4005092
81,53,-74.2717,0.0,4005092
82,53,-74.8444,0.0,4002180
83,53,-74.3696,0.0,4005092
84,53,-73.4565,0.0,4004000
85,53,-74.4402,0.0,4006184
86,53,-75.3126,0.0,4005456
87,53,-73.6671,0.0,4005092
88,53,-73.724,0.0,4001816
89,53,-73.9828,0.0,4005092
90,53,-73.4773,0.0,4004000
91,53,-74.117,0.0,4005092
92,53,-74.94,0.0,4005456
93,53,-72.0945,0.0,4005092
94,53,-72.5099,0.0,4005092
95,53,-74.5911,0.0,4004728
96,53,-75.3197,0.0,4005092
97,53,-75.437,0.0,4004728
98,53,-75.0732,0.0,4001452
99,53,-75.2383,0.0,4005092
100,53,-75.3524,0.0,4004000
0,54,-75.3452,0.0,4005092
1,54,-70.251,0.0,4005456
2,54,-70.3586,0.0,4005092
3,54,-69.5648,0.0,4002180
4,54,-71.8891,0.0,4005092
5,54,-75.0329,0.0,4005092
6,54,-74.5066,0.0,4005092
7,54,-71.265,0.0,4004364
8,54,-69.6114,0.0,4005456
9,54,-73.1268,0.0,4003636
10,54,-64.478,0.0,4004364
11,54,-62.5277,0.0,4005456
12,54,-66.5545,0.0,4005456
13,54,-70.5096,0.0,4004364
14,54,-69.9606,0.0,4005456
15,54,-73.429,0.0,4004000
16,54,-72.9075,0.0,4005456
17,54,-74.892,0.0,4004000
18,54,-74.3356,0.0,4005092
19,54,-74.8138,0.0,4005092
20,54,-74.8707,0.0,4005456
21,54,-75.3763,0.0,4003272
22,54,-75.459,0.0,4005456
23,54,-74.8885,0.0,4004000
24,54,-74.8835,0.0,4005092
25,54,-75.1059,0.0,4005456
26,54,-75.461,0.0,4005092
27,54,-75.3169,0.0,4005456
28,54,-75.2769,0.0,4005456
29,54,-74.5399,0.0,4005456
30,54,-73.0766,0.0,4005092
31,54,-71.249,0.0,4005456
32,54,-75.0962,0.0,4005456
33,54,-74.887,0.0,4005092
34,54,-74.2706,0.0,4005092
35,54,-72.6888,0.0,4004728
36,54,-69.8998,0.0,4005456
37,54,-67.2578,0.0,4005456
38,54,-64.9492,0.0,4004728
39,54,-64.7289,0.0,4005092
40,54,-64.0887,0.0,4001816
41,54,-66.0767,0.0,4005092
42,54,-68.2283,0.0,4005092
43,54,-69.6579,0.0,4005456
44,54,-70.8314,0.0,4005092
45,54,-74.2405,0.0,4005092
46,54,-72.6911,0.0,4001452
47,54,-71.169,0.0,4004728
48,54,-63.8279,0.0,4005456
49,54,-60.3954,0.0,4006184
50,54,-65.7928,0.0,4005092
51,54,-57.9715,0.0,4005456
52,54,-53.7867,0.0,4005456
53,54,-57.0359,0.0,4005092
54,54,-59.494,0.0,4005092
55,54,-65.5049,0.0,4005456
56,54,-61.4193,0.0,4005456
57,54,-69.0419,0.0,4005092
58,54,-67.974,0.0,4004728
59,54,-65.5811,0.0,4005456
60,54,-69.4556,0.0,4004728
61,54,-70.1032,0.0,4005092
62,54,-75.306,0.0,4005092
63,54,-72.4291,0.0,4005092
64,54,-69.4211,0.0,4005092
65,54,-70.3597,0.0,4004728
66,54,-74.8764,0.0,4005092
67,54,-75.0047,0.0,4005456
68,54,-74.7275,0.0,4005456
69,54,-72.9118,0.0,4002180
70,54,-72.2565,0.0,4002180
71,54,-73.0066,0.0,4004364
72,54,-73.9576,0.0,4005092
73,54,-74.8661,0.0,4004728
74,54,-75.3575,0.0,4005092
75,54,-71.6879,0.0,4005456
76,54,-69.3426,0.0,4005456
77,54,-68.914,0.0,4004728
78,54,-69.8823,0.0,4005456
79,54,-70.7035,0.0,4005456
80,54,-72.7067,0.0,4005456
81,54,-75.3587,0.0,4002180
82,54,-74.4756,0.0,4005456
83,54,-73.3297,0.0,4002908
84,54,-72.7409,0.0,4005092
85,54,-73.2052,0.0,4004728
86,54,-74.3441,0.0,4005456
87,54,-74.095,0.0,4003636
88,54,-75.1017,0.0,4005092
89,54,-73.5044,0.0,4005092
90,54,-71.1565,0.0,4005092
91,54,-71.4549,0.0,4005092
92,54,-74.8976,0.0,4005092
93,54,-74.6686,0.0,4005092
94,54,-74.3209,0.0,4005092
95,54,-74.4308,0.0,4005092
96,54,-75.2263,0.0,4001816
97,54,-74.9584,0.0,4005820
98,54,-74.6605,0.0,4002544
99,54,-74.6814,0.0,4005092
100,54,-75.2777,0.0,4005092
0,55,-67.2789,0.0,4004728
1,55,-69.1308,0.0,4005456
2,55,-70.4549,0.0,4005092
3,55,-70.0653,0.0,4005092
4,55,-73.9704,0.0,4005456
5,55,-72.3395,0.0,4005092
6,55,-74.4027,0.0,4005456
7,55,-75.0657,0.0,4005092
8,55,-71.9676,0.0,4003636
9,55,-67.24,0.0,4005820
10,55,-65.5844,0.0,4001816
11,55,-62.2588,0.0,4005456
12,55,-60.9056,0.0,4005092
13,55,-60.5444,0.0,4005456
14,55,-63.4002,0.0,4005092
15,55,-67.5349,0.0,4005092
16,55,-70.8771,0.0,4003272
17,55,-74.627,0.0,4004000
18,55,-75.309,0.0,4004728
19,55,-75.465,0.0,4004728
20,55,-74.4672,0.0,4005092
21,55,-74.8027,0.0,4005820
22,55,-75.4182,0.0,4003272
23,55,-74.8897,0.0,4005456
24,55,-75.2173,0.0,4005456
25,55,-75.2288,0.0,4005092
26,55,-75.2328,0.0,4002544
27,55,-75.2572,0.0,4005092
28,55,-75.485,0.0,4004728
29,55,-75.2498,0.0,4005092
30,55,-72.3776,0.0,4005092
31,55,-72.2416,0.0,4004728
32,55,-74.7149,0.0,4004728
33,55,-75.3358,0.0,4005092
34,55,-73.0236,0.0,4002544
35,55,-74.4971,0.0,4005456
36,55,-70.3284,0.0,4005092
37,55,-67.0522,0.0,4005456
38,55,-64.2991,0.0,4002544
39,55,-63.014,0.0,4005092
40,55,-62.8578,0.0,4003636
41,55,-66.7781,0.0,4005092
42,55,-68.3074,0.0,4004000
43,55,-70.9272,0.0,4004728
44,55,-74.7818,0.0,4005092
45,55,-74.1825,0.0,4005092
46,55,-64.7873,0.0,4005456
47,55,-69.0394,0.0,4005092
48,55,-72.6603,0.0,4005092
49,55,-59.0635,0.0,4005092
50,55,-61.3995,0.0,4005092
51,55,-63.7398,0.0,4005092
52,55,-54.8818,0.0,4005092
53,55,-56.8547,0.0,4005456
54,55,-60.9481,0.0,4001088
55,55,-70.6926,0.0,4005456
56,55,-58.8202,0.0,4004728
57,55,-59.8803,0.0,4005456
58,55,-73.617,0.0,4002908
59,55,-62.2539,0.0,4005092
60,55,-67.2428,0.0,4003636
61,55,-73.7295,0.0,4005456
62,55,-74.6574,0.0,4004728
63,55,-74.3522,0.0,4005092
64,55,-70.6126,0.0,4005092
65,55,-74.8409,0.0,4004364
66,55,-75.0488,0.0,4005092
67,55,-74.5617,0.0,4005456
68,55,-74.9484,0.0,4005092
69,55,-75.3074,0.0,4005456
70,55,-74.5703,0.0,4005092
71,55,-74.3994,0.0,4005092
72,55,-75.0544,0.0,4005456
73,55,-75.438,0.0,4005456
74,55,-75.4854,0.0,4005456
75,55,-73.3891,0.0,4005092
76,55,-73.9387,0.0,4005456
77,55,-75.0099,0.0,4004000
78,55,-71.8971,0.0,4004728
79,55,-69.9923,0.0,4005092
80,55,-72.6949,0.0,4005092
81,55,-74.7824,0.0,4005092
82,55,-75.1604,0.0,4004728
83,55,-75.1961,0.0,4005092
84,55,-74.8897,0.0,4005456
85,55,-74.8104,0.0,4005092
86,55,-73.9929,0.0,4005456
87,55,-75.1692,0.0,4005092
88,55,-74.8039,0.0,4005456
89,55,-74.1507,0.0,4005456
90,55,-73.1999,0.0,4005092
91,55,-72.4303,0.0,4005820
92,55,-73.9968,0.0,4003636
93,55,-74.9375,0.0,4005456
94,55,-75.503,0.0,4005092
95,55,-75.1138,0.0,4004728
96,55,-75.2291,0.0,4003636
97,55,-75.0906,0.0,4005456
98,55,-75.1648,0.0,4004364
99,55,-74.3093,0.0,4005092
100,55,-75.307,0.0,4005092
0,56,-65.1246,0.0,4005456
1,56,-71.8596,0.0,4004728
2,56,-72.1565,0.0,4005092
3,56,-70.3198,0.0,4005092
4,56,-70.5011,0.0,4005092
5,56,-72.5583,0.0,4006184
6,56,-73.8883,0.0,4005456
7,56,-71.0591,0.0,4005456
8,56,-69.8057,0.0,4005092
9,56,-70.2037,0.0,4004728
10,56,-64.1835,0.0,4005456
11,56,-59.5998,0.0,4005092
12,56,-58.3982,0.0,4004183
13,56,-60.1177,0.0,4005456
14,56,-64.1226,0.0,4005092
15,56,-66.7089,0.0,4005820
16,56,-73.2089,0.0,4005092
17,56,-74.8889,0.0,4005092
18,56,-73.115,0.0,4005092
19,56,-74.6149,0.0,4005092
20,56,-75.352,0.0,4005456
21,56,-74.3771,0.0,4005092
22,56,-74.7922,0.0,4001088
23,56,-75.4088,0.0,4005456
24,56,-75.275,0.0,4005456
25,56,-74.4702,0.0,4005092
26,56,-74.2422,0.0,4005092
27,56,-74.5839,0.0,4005456
28,56,-75.0178,0.0,4005092
29,56,-74.3743,0.0,4005092
30,56,-73.6221,0.0,4005456
31,56,-75.1655,0.0,4005456
32,56,-75.3641,0.0,4005092
33,56,-75.0423,0.0,4005092
34,56,-74.0043,0.0,4005456
35,56,-75.1811,0.0,4003272
36,56,-72.6313,0.0,4005456
37,56,-72.1357,0.0,4003636
38,56,-70.6716,0.0,4005092
39,56,-69.8983,0.0,4003636
40,56,-69.4557,0.0,4005092
41,56,-73.5562,0.0,4004728
42,56,-71.8101,0.0,4005092
43,56,-72.3991,0.0,4005092
44,56,-71.4196,0.0,4005092
45,56,-68.4557,0.0,4004728
46,56,-63.4577,0.0,4005456
47,56,-66.6706,0.0,4003636
48,56,-69.2206,0.0,4005456
49,56,-60.6127,0.0,4005456
50,56,-59.3756,0.0,4005456
51,56,-68.9575,0.0,4001816
52,56,-61.262,0.0,4004728
53,56,-62.2467,0.0,4004000
54,56,-74.9294,0.0,4005092
55,56,-64.4151,0.0,4004000
56,56,-55.812,0.0,4006184
57,56,-55.0256,0.0,4005092
58,56,-62.4295,0.0,4005092
59,56,-65.0169,0.0,4005092
60,56,-68.3975,0.0,4005456
61,56,-73.2437,0.0,4005092
62,56,-74.695,0.0,4005092
63,56,-75.4469,0.0,4005456
64,56,-74.6127,0.0,4005456
65,56,-74.0556,0.0,4005092
66,56,-71.6582,0.0,4005092
67,56,-73.0546,0.0,4005092
68,56,-74.2331,0.0,4004364
69,56,-73.8219,0.0,4005092
70,56,-74.2321,0.0,4004364
71,56,-74.7399,0.0,4005456
72,56,-74.4272,0.0,4004000
73,56,-75.0839,0.0,4005820
74,56,-74.3766,0.0,4002908
75,56,-73.5972,0.0,4005092
76,56,-73.5341,0.0,4004364
77,56,-75.1778,0.0,4005092
78,56,-73.7837,0.0,4005092
79,56,-72.7991,0.0,4005092
80,56,-73.8421,0.0,4005820
81,56,-73.366,0.0,4004728
82,56,-74.7858,0.0,4005092
83,56,-75.5568,0.0,4005092
84,56,-74.9778,0.0,4001816
85,56,-74.97,0.0,4005092
86,56,-73.4401,0.0,4004728
87,56,-74.952,0.0,4001816
88,56,-74.8358,0.0,4004728
89,56,-75.3122,0.0,4004728
90,56,-74.8612,0.0,4005092
91,56,-74.6777,0.0,4005092
92,56,-74.9622,0.0,4005456
93,56,-75.2697,0.0,4003272
94,56,-75.4564,0.0,4005092
95,56,-75.4014,0.0,4004000
96,56,-75.4652,0.0,4005456
97,56,-75.4932,0.0,4004000
98,56,-75.2392,0.0,4005092
99,56,-75.3346,0.0,4005092
100,56,-74.8062,0.0,4005092
0,57,-69.2391,0.0,4001452
1,57,-73.1518,0.0,4005092
2,57,-74.3517,0.0,4004000
3,57,-75.235,0.0,4005092
4,57,-70.4005,0.0,4005092
5,57,-73.635,0.0,4005456
6,57,-71.0685,0.0,4005456
7,57,-69.8003,0.0,4005092
8,57,-68.8306,0.0,4005092
9,57,-73.1731,0.0,4005456
10,57,-64.0413,0.0,4005092
11,57,-61.9444,0.0,4005820
12,57,-63.4662,0.0,4005456
13,57,-64.6329,0.0,4005820
14,57,-69.021,0.0,4005092
15,57,-68.7996,0.0,4005456
16,57,-72.0836,0.0,4005092
17,57,-75.215,0.0,4004364
18,57,-73.7344,0.0,4005092
19,57,-74.1511,0.0,4005092
20,57,-75.2286,0.0,4005456
21,57,-74.6205,0.0,4005456
22,57,-74.5175,0.0,4005456
23,57,-75.3245,0.0,4005092
24,57,-74.7195,0.0,4005092
25,57,-75.1166,0.0,4005456
26,57,-75.4512,0.0,4005092
27,57,-75.3627,0.0,4004728
28,57,-74.6524,0.0,4005820
29,57,-75.0623,0.0,4005456
30,57,-75.2332,0.0,4005092
31,57,-74.476,0.0,4005092
32,57,-73.9873,0.0,4005092
33,57,-74.8952,0.0,4005092
34,57,-75.0511,0.0,4005092
35,57,-75.4712,0.0,4005456
36,57,-74.2023,0.0,4004728
37,57,-73.9897,0.0,4004728
38,57,-72.6377,0.0,4005092
39,57,-70.5622,0.0,4005820
40,57,-69.5418,0.0,4005092
41,57,-72.7789,0.0,4005092
42,57,-72.5766,0.0,4005820
43,57,-70.8763,0.0,4005092
44,57,-69.8793,0.0,4005092
45,57,-64.1465,0.0,4005092
46,57,-62.8955,0.0,4005092
47,57,-65.2604,0.0,4004000
48,57,-64.9392,0.0,4005092
49,57,-60.1552,0.0,4005092
50,57,-60.2857,0.0,4005456
51,57,-62.6766,0.0,4005820
52,57,-66.043,0.0,4005092
53,57,-67.5586,0.0,4005092
54,57,-58.8501,0.0,4006184
55,57,-56.5439,0.0,4004728
56,57,-55.0943,0.0,4005456
57,57,-55.5,0.0,4005092
58,57,-61.7274,0.0,4004728
59,57,-68.5404,0.0,4005456
60,57,-71.0884,0.0,4004364
61,57,-73.4801,0.0,4005092
62,57,-75.3952,0.0,4005092
63,57,-75.2496,0.0,4005456
64,57,-75.0509,0.0,4001816
65,57,-74.7414,0.0,4005092
66,57,-74.2129,0.0,4005092
67,57,-74.6958,0.0,4005456
68,57,-73.8161,0.0,4002180
69,57,-73.4023,0.0,4003636
70,57,-74.1005,0.0,4005092
71,57,-75.2375,0.0,4005456
72,57,-74.0641,0.0,4004728
73,57,-75.4142,0.0,4005092
74,57,-75.2925,0.0,4005092
75,57,-75.3104,0.0,4005092
76,57,-74.5559,0.0,4004728
77,57,-75.5362,0.0,4004728
78,57,-74.9988,0.0,4005092
79,57,-75.367,0.0,4005456
80,57,-74.4767,0.0,4004728
81,57,-73.7177,0.0,4005456
82,57,-74.7004,0.0,4005092
83,57,-74.997,0.0,4005092
84,57,-73.8922,0.0,4005456
85,57,-74.414,0.0,4005092
86,57,-73.2035,0.0,4005092
87,57,-75.4119,0.0,4005092
88,57,-74.2976,0.0,4005092
89,57,-74.9548,0.0,4004728
90,57,-74.781,0.0,4004728
91,57,-75.5075,0.0,4005092
92,57,-75.4836,0.0,4005092
93,57,-74.9293,0.0,4004728
94,57,-75.0559,0.0,4005456
95,57,-75.2366,0.0,4005820
96,57,-75.1265,0.0,4005456
