RXangle,TXangle,RSSI_avg,RSSI_max,Num_of_Samples
78,18,-65.7509,0.0,4005092
79,18,-64.9603,0.0,4004728
80,18,-66.9481,0.0,4005092
81,18,-72.5915,0.0,4005092
82,18,-70.7,0.0,4005456
83,18,-72.8795,0.0,4005456
84,18,-70.4317,0.0,4005092
85,18,-71.9915,0.0,4005092
86,18,-69.8145,0.0,4005092
87,18,-71.9715,0.0,4005092
88,18,-75.5158,0.0,4009096
89,18,-73.8989,0.0,4005820
90,18,-69.772,0.0,4005456
91,18,-71.1341,0.0,4005820
92,18,-70.152,0.0,4004000
93,18,-69.8511,0.0,4005092
94,18,-74.7926,0.0,4004000
95,18,-73.1035,0.0,4005456
96,18,-71.923,0.0,4004000
97,18,-73.7201,0.0,4005092
98,18,-67.4612,0.0,4005456
99,18,-68.5107,0.0,4005092
100,18,-71.0068,0.0,4005092
0,19,-68.4863,0.0,4005456
1,19,-67.8842,0.0,4005092
2,19,-68.6647,0.0,4005092
3,19,-69.1287,0.0,4005092
4,19,-71.6512,0.0,4005456
5,19,-73.7042,0.0,4005092
6,19,-75.3451,0.0,4004728
7,19,-74.049,0.0,4005092
8,19,-72.8977,0.0,4003636
9,19,-72.569,0.0,4005456
10,19,-75.3012,0.0,4004000
11,19,-75.5105,0.0,4004728
12,19,-75.2871,0.0,4005092
13,19,-74.4301,0.0,4005092
14,19,-74.1961,0.0,4005456
15,19,-72.4754,0.0,4001452
16,19,-74.7354,0.0,4005456
17,19,-74.2092,0.0,4005456
18,19,-74.5784,0.0,4004000
19,19,-75.2131,0.0,4005092
20,19,-72.1409,0.0,4003636
21,19,-71.7165,0.0,4005092
22,19,-74.4832,0.0,4005456
23,19,-69.3959,0.0,4005456
24,19,-70.8568,0.0,4002908
25,19,-72.9252,0.0,4005092
26,19,-70.9698,0.0,4004728
27,19,-65.232,0.0,4005092
28,19,-72.1923,0.0,4005092
29,19,-70.9657,0.0,4005092
30,19,-72.6742,0.0,4005092
31,19,-66.8789,0.0,4005092
32,19,-67.5449,0.0,4005456
33,19,-68.6056,0.0,4005092
34,19,-69.3687,0.0,4005092
35,19,-72.9111,0.0,4004728
36,19,-73.8901,0.0,4005092
37,19,-72.488,0.0,4005092
38,19,-71.1302,0.0,4005456
39,19,-72.2392,0.0,4005456
40,19,-73.5821,0.0,4005456
41,19,-69.1347,0.0,4005820
42,19,-68.3155,0.0,4005092
43,19,-70.8972,0.0,4005456
44,19,-72.2151,0.0,4005456
45,19,-75.1011,0.0,4005456
46,19,-74.4229,0.0,4004728
47,19,-74.4758,0.0,4004728
48,19,-72.7678,0.0,4005820
49,19,-75.4388,0.0,4005092
50,19,-70.8241,0.0,4005456
51,19,-72.4422,0.0,4005456
52,19,-74.5532,0.0,4004000
53,19,-74.3907,0.0,4005092
54,19,-66.682,0.0,4004000
55,19,-68.3202,0.0,4005092
56,19,-70.7222,0.0,4005456
57,19,-69.5049,0.0,4005456
58,19,-66.7512,0.0,4005092
59,19,-61.9634,0.0,4004364
60,19,-59.4621,0.0,4005456
61,19,-59.3352,0.0,4005820
62,19,-57.9697,0.0,4005456
63,19,-49.0646,0.0,4005092
64,19,-46.3008,0.0,4005092
65,19,-45.0754,0.0,4005456
66,19,-42.2954,0.0,4005456
67,19,-36.8831,0.0,4008004
68,19,-34.5658,0.0,4006548
69,19,-34.0062,0.0,4005820
70,19,-34.2809,0.0,4005092
71,19,-36.0788,0.0,4005092
72,19,-39.7466,0.0,4005456
73,19,-44.2931,0.0,4005456
74,19,-49.0223,0.0,4005456
75,19,-53.553,0.0,4004000
76,19,-58.673,0.0,4005456
77,19,-64.7427,0.0,4003636
78,19,-65.8614,0.0,4005092
79,19,-63.1634,0.0,4004364
80,19,-66.7684,0.0,4005092
81,19,-70.0612,0.0,4005092
82,19,-68.2583,0.0,4005820
83,19,-68.5962,0.0,4005092
84,19,-69.6143,0.0,4004728
85,19,-71.9976,0.0,4002180
86,19,-70.6211,0.0,4005092
87,19,-74.661,0.0,4005456
88,19,-72.7395,0.0,4005092
89,19,-74.6165,0.0,4005456
90,19,-69.8177,0.0,4004728
91,19,-67.1894,0.0,4002908
92,19,-71.3279,0.0,4005092
93,19,-75.2452,0.0,4004364
94,19,-68.9024,0.0,4005092
95,19,-73.3713,0.0,4005456
96,19,-71.8514,0.0,4005092
97,19,-73.9985,0.0,4005092
98,19,-67.3819,0.0,4005820
99,19,-65.1957,0.0,4001452
100,19,-69.147,0.0,4005092
0,20,-69.9756,0.0,4005092
1,20,-69.6663,0.0,4005092
2,20,-75.028,0.0,4001452
3,20,-72.9345,0.0,4005092
4,20,-73.9532,0.0,4003636
5,20,-75.3741,0.0,4005092
6,20,-75.3626,0.0,4004364
7,20,-72.8942,0.0,4005456
8,20,-71.393,0.0,4003636
9,20,-74.2272,0.0,4005092
10,20,-72.8447,0.0,4004000
11,20,-72.7799,0.0,4005092
12,20,-72.2397,0.0,4005092
13,20,-75.1603,0.0,4005820
14,20,-72.5583,0.0,4005092
15,20,-69.5871,0.0,4005092
16,20,-70.0899,0.0,4005092
17,20,-73.4328,0.0,4005092
18,20,-72.881,0.0,4004728
19,20,-75.4041,0.0,4005092
20,20,-73.1046,0.0,4005092
21,20,-73.9303,0.0,4005092
22,20,-68.8619,0.0,4005456
23,20,-67.1903,0.0,4004364
24,20,-71.5063,0.0,4005456
25,20,-67.2664,0.0,4002180
26,20,-73.6139,0.0,4005092
27,20,-65.9241,0.0,4005092
28,20,-72.1979,0.0,4005456
29,20,-71.5307,0.0,4004728
30,20,-70.0887,0.0,4005456
31,20,-62.1852,0.0,4004000
32,20,-62.3383,0.0,4005092
33,20,-67.4033,0.0,4005092
34,20,-68.7661,0.0,4005092
35,20,-70.7887,0.0,4003272
36,20,-74.69,0.0,4005092
37,20,-72.2777,0.0,4005820
38,20,-74.0608,0.0,4005820
39,20,-71.3184,0.0,4002180
40,20,-72.8397,0.0,4005092
41,20,-71.8992,0.0,4005092
42,20,-70.57,0.0,4005092
43,20,-71.8919,0.0,4005092
44,20,-73.2195,0.0,4005092
45,20,-74.8716,0.0,4001816
46,20,-74.6968,0.0,4005092
47,20,-74.4306,0.0,4005092
48,20,-73.5106,0.0,4005092
49,20,-74.9568,0.0,4005820
50,20,-73.0965,0.0,4005092
51,20,-73.8719,0.0,4005456
52,20,-75.4722,0.0,4005092
53,20,-73.6459,0.0,4005456
54,20,-66.1688,0.0,4005820
55,20,-68.8441,0.0,4005456
56,20,-73.119,0.0,4005092
57,20,-72.8947,0.0,4005092
58,20,-64.6149,0.0,4005092
59,20,-62.1183,0.0,4005092
60,20,-61.718,0.0,4004364
61,20,-61.2923,0.0,4005092
62,20,-54.1544,0.0,4004000
63,20,-50.8123,0.0,4004728
64,20,-50.3095,0.0,4005092
65,20,-47.6588,0.0,4005820
66,20,-40.9497,0.0,4001816
67,20,-36.9405,0.0,4004158
68,20,-34.9404,0.0,4005456
69,20,-33.6601,0.0,4004728
70,20,-33.8066,0.0,4005820
71,20,-36.1133,0.0,4005092
72,20,-39.9566,0.0,4006184
73,20,-44.8906,0.0,4005092
74,20,-49.7401,0.0,4005820
75,20,-54.987,0.0,4005456
76,20,-59.4178,0.0,4005456
77,20,-65.0667,0.0,4005820
78,20,-63.8165,0.0,4005092
79,20,-62.7828,0.0,4005092
80,20,-65.7169,0.0,4005456
81,20,-71.1086,0.0,4005092
82,20,-68.2227,0.0,4005092
83,20,-68.2216,0.0,4005456
84,20,-69.709,0.0,4004000
85,20,-73.2304,0.0,4005092
86,20,-67.9411,0.0,4005092
87,20,-73.6527,0.0,4005092
88,20,-73.9088,0.0,4003272
89,20,-72.6925,0.0,4005092
90,20,-67.2172,0.0,4004000
91,20,-65.3729,0.0,4005456
92,20,-70.5432,0.0,4005092
93,20,-66.4243,0.0,4005456
94,20,-64.2347,0.0,4005456
95,20,-68.0322,0.0,4005092
96,20,-70.3861,0.0,4005092
97,20,-70.5831,0.0,4005456
98,20,-72.0915,0.0,4005456
99,20,-65.8698,0.0,4004728
100,20,-68.6668,0.0,4005092
0,21,-70.0541,0.0,4003636
1,21,-69.1261,0.0,4006184
2,21,-72.0669,0.0,4005092
3,21,-71.1503,0.0,4005456
4,21,-70.0769,0.0,4005456
5,21,-72.8753,0.0,4005092
6,21,-74.982,0.0,4005456
7,21,-75.0984,0.0,4005456
8,21,-72.4668,0.0,4005092
9,21,-70.9536,0.0,4005092
10,21,-74.7334,0.0,4005456
11,21,-73.1134,0.0,4005092
12,21,-69.804,0.0,4005456
13,21,-69.8367,0.0,4005820
14,21,-71.4623,0.0,4005092
15,21,-72.4986,0.0,4005456
16,21,-73.2347,0.0,4005092
17,21,-74.6882,0.0,4005092
18,21,-74.172,0.0,4005456
19,21,-72.9303,0.0,4005820
20,21,-75.3595,0.0,4005456
21,21,-70.9251,0.0,4005820
22,21,-65.7082,0.0,4005456
23,21,-69.1878,0.0,4005092
24,21,-64.0937,0.0,4005820
25,21,-59.3275,0.0,4006548
26,21,-64.4138,0.0,4001452
27,21,-65.0254,0.0,3978884
28,21,-69.7254,0.0,4005456
29,21,-69.4601,0.0,4005092
30,21,-70.4924,0.0,4005092
31,21,-63.0434,0.0,4005092
32,21,-62.8176,0.0,4005092
33,21,-65.1771,0.0,4005092
34,21,-65.8949,0.0,4004728
35,21,-72.3006,0.0,4005456
36,21,-72.5242,0.0,4005456
37,21,-74.4454,0.0,4005092
38,21,-73.1654,0.0,4005092
39,21,-68.1692,0.0,4005092
40,21,-72.9388,0.0,4001816
41,21,-70.8444,0.0,4005092
42,21,-70.2089,0.0,4004728
43,21,-73.0036,0.0,4005092
44,21,-73.9558,0.0,4005092
45,21,-72.3906,0.0,4005820
46,21,-71.9564,0.0,4005092
47,21,-74.5725,0.0,4005092
48,21,-75.0323,0.0,4005092
49,21,-73.1115,0.0,4005092
50,21,-73.6219,0.0,4005092
51,21,-73.868,0.0,4005092
52,21,-75.112,0.0,4005092
53,21,-72.2249,0.0,4005456
54,21,-68.3285,0.0,4005092
55,21,-69.4314,0.0,4005456
56,21,-74.561,0.0,4005456
57,21,-74.9462,0.0,4005820
58,21,-66.9134,0.0,4004728
59,21,-63.5171,0.0,4005456
60,21,-67.6945,0.0,4005092
61,21,-61.0127,0.0,4005456
62,21,-55.1389,0.0,4005092
63,21,-55.9926,0.0,4005456
64,21,-54.4692,0.0,4005456
65,21,-47.9189,0.0,4005092
66,21,-41.8934,0.0,4005092
67,21,-38.8861,0.0,4005820
68,21,-36.2092,0.0,4008732
69,21,-34.844,0.0,4005092
70,21,-35.132,0.0,4005820
71,21,-37.9421,0.0,4005092
72,21,-42.0354,0.0,4005820
73,21,-46.2465,0.0,4005456
74,21,-52.0063,0.0,4005092
75,21,-58.925,0.0,4004364
76,21,-60.1818,0.0,4005820
77,21,-65.5667,0.0,4005456
78,21,-66.6306,0.0,4005092
79,21,-61.8468,0.0,4005456
80,21,-64.5578,0.0,4005456
81,21,-67.8475,0.0,4005456
82,21,-65.3732,0.0,4005092
83,21,-68.5429,0.0,4005456
84,21,-70.3861,0.0,4003272
85,21,-73.562,0.0,4005092
86,21,-68.2559,0.0,4005456
87,21,-70.703,0.0,4005092
88,21,-74.6591,0.0,4005092
89,21,-70.209,0.0,4005456
90,21,-73.2709,0.0,4005092
91,21,-70.1728,0.0,4005456
92,21,-66.3416,0.0,4005092
93,21,-61.14,0.0,4005092
94,21,-58.6898,0.0,4005092
95,21,-60.4772,0.0,4005820
96,21,-65.4397,0.0,4005092
97,21,-67.9273,0.0,4005092
98,21,-68.4336,0.0,4005456
99,21,-72.8075,0.0,4003636
100,21,-70.2438,0.0,4005092
0,22,-70.4354,0.0,4004728
1,22,-67.6832,0.0,4005092
2,22,-71.7097,0.0,4005092
3,22,-70.7016,0.0,4005092
4,22,-70.6024,0.0,4004728
5,22,-74.0424,0.0,4005092
6,22,-73.2624,0.0,4005456
7,22,-74.595,0.0,4005092
8,22,-71.1968,0.0,4005456
9,22,-73.3265,0.0,4005092
10,22,-75.1153,0.0,4005092
11,22,-73.0762,0.0,4005092
12,22,-73.1676,0.0,4005092
13,22,-67.3032,0.0,4005092
14,22,-65.5561,0.0,4005456
15,22,-66.2529,0.0,4005092
16,22,-67.7675,0.0,4005092
17,22,-74.078,0.0,4003636
18,22,-74.7269,0.0,4005092
19,22,-73.2564,0.0,4005456
20,22,-66.5395,0.0,4005456
21,22,-70.2018,0.0,4005092
22,22,-68.767,0.0,4005456
23,22,-74.4197,0.0,4005092
24,22,-60.2657,0.0,4005820
25,22,-55.4553,0.0,4005092
26,22,-57.7365,0.0,4005456
27,22,-64.4895,0.0,4005456
28,22,-64.9788,0.0,4002180
29,22,-69.2468,0.0,4004728
30,22,-73.5977,0.0,4004728
31,22,-66.4015,0.0,4005092
32,22,-64.4636,0.0,4005456
33,22,-64.56,0.0,4005092
34,22,-63.686,0.0,4003636
35,22,-69.321,0.0,4005456
36,22,-74.6385,0.0,4005092
37,22,-73.7427,0.0,4005092
38,22,-72.2793,0.0,4005092
39,22,-69.9555,0.0,4005092
40,22,-66.0833,0.0,4001088
41,22,-68.2509,0.0,4005092
42,22,-68.5767,0.0,4004728
43,22,-68.901,0.0,4004728
44,22,-72.9928,0.0,4005456
45,22,-72.7063,0.0,4005092
46,22,-73.5109,0.0,4005456
47,22,-75.2922,0.0,4005092
48,22,-73.2102,0.0,4005092
49,22,-73.7864,0.0,4005092
50,22,-73.1495,0.0,4007641
51,22,-73.4593,0.0,4005456
52,22,-74.2167,0.0,4005092
53,22,-72.1064,0.0,4005092
54,22,-70.6614,0.0,4005092
55,22,-70.7976,0.0,4005092
56,22,-74.8035,0.0,4005456
57,22,-71.5013,0.0,4004364
58,22,-67.5316,0.0,4005092
59,22,-69.2052,0.0,4004000
60,22,-66.0995,0.0,4005456
61,22,-64.969,0.0,4003636
62,22,-61.7008,0.0,4004728
63,22,-60.2738,0.0,4005456
64,22,-55.1766,0.0,4005092
65,22,-49.7038,0.0,4005092
66,22,-45.7164,0.0,4005092
67,22,-41.8619,0.0,4006548
68,22,-38.5842,0.0,4003272
69,22,-37.304,0.0,4006548
70,22,-38.0226,0.0,4003636
71,22,-41.5134,0.0,4005456
72,22,-44.2589,0.0,4004364
73,22,-49.0168,0.0,4005456
74,22,-59.3078,0.0,4005092
75,22,-59.1773,0.0,4005092
76,22,-57.1929,0.0,4005456
77,22,-74.2885,0.0,4005092
78,22,-65.7581,0.0,4005092
79,22,-65.6873,0.0,4005092
80,22,-68.6012,0.0,4005092
81,22,-70.7013,0.0,4004364
82,22,-66.4572,0.0,4005092
83,22,-72.4565,0.0,4005092
84,22,-73.1796,0.0,4005092
85,22,-73.7813,0.0,4005092
86,22,-71.2239,0.0,4005092
87,22,-70.4895,0.0,4005092
88,22,-72.9361,0.0,4005092
89,22,-68.8057,0.0,4005820
90,22,-72.919,0.0,4005456
91,22,-71.3864,0.0,4005456
92,22,-64.6532,0.0,4005456
93,22,-58.0274,0.0,4005456
94,22,-55.8528,0.0,4003090
95,22,-59.4864,0.0,4005456
96,22,-68.1879,0.0,4005456
97,22,-66.5134,0.0,4005456
98,22,-65.4006,0.0,4003272
99,22,-69.5801,0.0,4004728
100,22,-72.5696,0.0,4002908
0,23,-70.2446,0.0,4005092
1,23,-69.7608,0.0,4001816
2,23,-71.5888,0.0,4005456
3,23,-70.5928,0.0,4002908
4,23,-73.0347,0.0,4005092
5,23,-73.8184,0.0,4004364
6,23,-72.8937,0.0,4005092
7,23,-74.7599,0.0,4005820
8,23,-71.2216,0.0,4004728
9,23,-73.8954,0.0,4003272
10,23,-71.3626,0.0,4005092
11,23,-73.4748,0.0,4005092
12,23,-69.8077,0.0,4005092
13,23,-67.0007,0.0,4005456
14,23,-66.0249,0.0,4005456
15,23,-67.9652,0.0,4005092
16,23,-65.2088,0.0,4005092
17,23,-67.7548,0.0,4005456
18,23,-73.6526,0.0,4005456
19,23,-73.1568,0.0,4005092
20,23,-62.7456,0.0,4005456
21,23,-67.8141,0.0,4005456
22,23,-72.2316,0.0,4005456
23,23,-69.7996,0.0,4005092
24,23,-58.5888,0.0,4004728
25,23,-54.1145,0.0,4005456
26,23,-54.5759,0.0,4002544
27,23,-60.5806,0.0,4006184
28,23,-61.1061,0.0,4003272
29,23,-67.0554,0.0,4005092
30,23,-73.927,0.0,4004364
31,23,-70.6929,0.0,4005092
32,23,-66.6187,0.0,4004728
33,23,-63.2499,0.0,4005092
34,23,-62.9086,0.0,4004728
35,23,-68.5767,0.0,4005092
36,23,-72.9241,0.0,4003636
37,23,-75.2189,0.0,4004728
38,23,-75.1773,0.0,4004000
39,23,-71.7566,0.0,4004728
40,23,-71.2116,0.0,4004728
41,23,-68.36,0.0,4005456
42,23,-65.479,0.0,4004728
43,23,-65.4302,0.0,4005092
44,23,-68.1346,0.0,4005092
45,23,-71.8381,0.0,4005092
46,23,-74.125,0.0,4005092
47,23,-71.9424,0.0,4005456
48,23,-74.5798,0.0,4005092
49,23,-73.8167,0.0,4005820
50,23,-75.3521,0.0,4006184
51,23,-73.247,0.0,4005092
52,23,-74.0909,0.0,4005092
53,23,-75.1499,0.0,4005092
54,23,-75.0769,0.0,4005456
55,23,-74.0214,0.0,4005092
56,23,-75.0908,0.0,4004728
57,23,-73.5194,0.0,4005456
58,23,-72.9844,0.0,4005456
59,23,-68.9171,0.0,4002544
60,23,-69.4266,0.0,4005456
61,23,-71.0744,0.0,4005092
62,23,-66.209,0.0,4005820
63,23,-61.387,0.0,4002180
64,23,-58.8947,0.0,4007276
65,23,-54.5308,0.0,4005456
66,23,-50.0804,0.0,4006912
67,23,-45.1665,0.0,4005456
68,23,-41.8525,0.0,4005092
69,23,-41.2608,0.0,4005456
70,23,-42.3494,0.0,4002180
71,23,-44.4981,0.0,4005820
72,23,-48.2522,0.0,4005092
73,23,-60.3586,0.0,4005092
74,23,-65.0165,0.0,4003272
75,23,-56.1358,0.0,4005092
76,23,-65.1677,0.0,4001816
77,23,-62.9869,0.0,4004728
78,23,-71.3544,0.0,4004728
79,23,-67.5894,0.0,4005456
80,23,-73.8302,0.0,4003636
81,23,-73.8365,0.0,4005092
82,23,-75.4738,0.0,4005092
83,23,-71.3383,0.0,4005092
84,23,-70.396,0.0,4005092
85,23,-73.667,0.0,4005092
86,23,-70.6848,0.0,4003636
87,23,-68.5964,0.0,4005092
88,23,-70.7931,0.0,4004364
89,23,-68.3293,0.0,4005092
90,23,-69.0306,0.0,4005456
91,23,-65.9468,0.0,4005092
92,23,-59.6559,0.0,4004728
93,23,-55.7958,0.0,4005092
94,23,-55.9686,0.0,4005092
95,23,-64.5925,0.0,4005456
96,23,-67.0452,0.0,4005092
97,23,-61.9258,0.0,4005092
98,23,-65.2914,0.0,4005092
99,23,-69.9713,0.0,4005456
100,23,-68.5361,0.0,4005820
0,24,-73.0362,0.0,4005456
1,24,-72.193,0.0,4005092
2,24,-73.5842,0.0,4005456
3,24,-68.636,0.0,4004728
4,24,-70.5721,0.0,4005092
5,24,-73.1531,0.0,4005456
6,24,-72.0311,0.0,4005092
7,24,-73.824,0.0,4005092
8,24,-70.9392,0.0,4005092
9,24,-72.2351,0.0,4004000
10,24,-69.7075,0.0,4005092
11,24,-74.8357,0.0,4002908
12,24,-65.3768,0.0,4005092
13,24,-58.2136,0.0,4005092
14,24,-56.5926,0.0,4005092
15,24,-64.1188,0.0,4001088
16,24,-66.5624,0.0,4005820
17,24,-66.1916,0.0,4002908
18,24,-66.4042,0.0,4005456
19,24,-71.4111,0.0,4003636
20,24,-64.0595,0.0,4005456
21,24,-67.7726,0.0,4004728
22,24,-73.0112,0.0,4005456
23,24,-69.8264,0.0,4004000
24,24,-63.0424,0.0,4005092
25,24,-57.7154,0.0,4002908
26,24,-55.1711,0.0,4005092
27,24,-55.8528,0.0,4004364
28,24,-56.8721,0.0,4005820
29,24,-61.6322,0.0,4005456
30,24,-66.0128,0.0,4005820
31,24,-69.6883,0.0,4005092
32,24,-66.8364,0.0,4005820
33,24,-63.4971,0.0,4005456
34,24,-62.7084,0.0,4005092
35,24,-64.5585,0.0,4004728
36,24,-70.9671,0.0,4005456
37,24,-73.7077,0.0,4004728
38,24,-72.3962,0.0,4004364
39,24,-72.6024,0.0,4005820
40,24,-72.6544,0.0,4003272
41,24,-72.4179,0.0,4005092
42,24,-70.5544,0.0,4004000
43,24,-72.0543,0.0,4005092
44,24,-75.1241,0.0,4005092
45,24,-71.866,0.0,4005456
46,24,-71.9546,0.0,4005456
47,24,-74.8002,0.0,4005092
48,24,-74.9926,0.0,4005092
49,24,-73.2158,0.0,4005456
50,24,-72.5168,0.0,4001088
51,24,-75.0873,0.0,4005092
52,24,-75.2773,0.0,4005092
53,24,-74.9989,0.0,4005092
54,24,-74.3188,0.0,4005092
55,24,-75.0721,0.0,4005456
56,24,-74.4051,0.0,4005456
57,24,-75.3537,0.0,4004728
58,24,-73.0483,0.0,4002544
59,24,-72.2502,0.0,4005456
60,24,-75.2857,0.0,4005092
61,24,-72.1303,0.0,4005092
62,24,-67.7223,0.0,4005456
63,24,-67.5632,0.0,4005092
64,24,-65.8925,0.0,4005456
65,24,-60.3156,0.0,4005456
66,24,-53.6975,0.0,4005092
67,24,-49.6283,0.0,4005092
68,24,-48.344,0.0,4005456
69,24,-47.364,0.0,4005456
70,24,-47.481,0.0,4005092
71,24,-51.2372,0.0,4004728
72,24,-63.2302,0.0,4005092
73,24,-59.0436,0.0,4005456
74,24,-60.0059,0.0,4004728
75,24,-62.6063,0.0,4005092
76,24,-58.6887,0.0,4007640
77,24,-70.925,0.0,4005456
78,24,-72.1128,0.0,4005092
79,24,-72.3521,0.0,4005092
80,24,-72.0911,0.0,4005456
81,24,-73.6466,0.0,4005456
82,24,-66.4394,0.0,4005456
83,24,-65.9533,0.0,4005092
84,24,-69.3319,0.0,4005456
85,24,-72.524,0.0,4005092
86,24,-67.8913,0.0,4004364
87,24,-69.9477,0.0,4005092
88,24,-64.8061,0.0,4005092
89,24,-65.5619,0.0,4005456
90,24,-66.54,0.0,4005092
91,24,-62.0449,0.0,4002908
92,24,-58.0414,0.0,4005456
93,24,-56.0884,0.0,4004000
94,24,-59.4037,0.0,4005092
95,24,-70.7302,0.0,4001452
96,24,-59.9192,0.0,4005092
97,24,-59.5192,0.0,4006184
98,24,-62.5208,0.0,4005820
99,24,-71.19,0.0,4004364
100,24,-68.8367,0.0,4005092
0,25,-73.7564,0.0,4005092
1,25,-72.2671,0.0,4005092
2,25,-69.6067,0.0,4005456
3,25,-73.114,0.0,4004364
4,25,-73.1409,0.0,4005092
5,25,-72.7833,0.0,4003272
6,25,-73.4154,0.0,4005092
7,25,-73.8438,0.0,4003636
8,25,-70.3101,0.0,4005092
9,25,-70.5879,0.0,4003636
10,25,-67.8818,0.0,4005092
11,25,-66.302,0.0,4004364
12,25,-63.8059,0.0,4005456
13,25,-55.6468,0.0,4001816
14,25,-54.287,0.0,4006548
15,25,-58.5435,0.0,4005092
16,25,-63.8905,0.0,4004728
17,25,-68.1142,0.0,4002544
18,25,-63.9708,0.0,4005092
19,25,-67.0879,0.0,4003636
20,25,-62.9135,0.0,4005092
21,25,-60.5428,0.0,4005456
22,25,-64.534,0.0,4004728
23,25,-67.0413,0.0,4003636
24,25,-67.9297,0.0,4005456
25,25,-72.7573,0.0,4005456
26,25,-59.0065,0.0,4005092
27,25,-55.7263,0.0,4001816
28,25,-56.2215,0.0,4005092
29,25,-58.6012,0.0,4004728
30,25,-65.5854,0.0,4005092
31,25,-65.5911,0.0,4002544
32,25,-72.3803,0.0,4005092
33,25,-71.1759,0.0,4004000
34,25,-67.0188,0.0,4005456
35,25,-67.0514,0.0,4004728
36,25,-70.2718,0.0,4005456
37,25,-66.9775,0.0,4004728
38,25,-68.2068,0.0,4004364
39,25,-69.8929,0.0,4004728
40,25,-65.3935,0.0,4005092
41,25,-64.0648,0.0,4005456
42,25,-64.0962,0.0,4005092
43,25,-66.4441,0.0,4005092
44,25,-73.5419,0.0,4005092
45,25,-70.8036,0.0,4005092
46,25,-73.0172,0.0,4005456
47,25,-73.1004,0.0,4005092
48,25,-72.6277,0.0,4005092
49,25,-75.5063,0.0,4005092
50,25,-75.3996,0.0,4004000
51,25,-75.0149,0.0,4005092
52,25,-74.2824,0.0,4005092
53,25,-73.695,0.0,4005456
54,25,-74.7687,0.0,4003636
55,25,-74.6922,0.0,4005456
56,25,-74.2569,0.0,4005092
57,25,-74.0675,0.0,4005456
58,25,-73.9573,0.0,4002908
59,25,-74.1392,0.0,4005456
60,25,-72.337,0.0,4005092
61,25,-73.6278,0.0,4005092
62,25,-71.0867,0.0,4002908
63,25,-71.342,0.0,4005456
64,25,-66.5513,0.0,4004728
65,25,-59.8917,0.0,4008732
66,25,-58.0628,0.0,4005820
67,25,-54.9797,0.0,4005820
68,25,-50.1905,0.0,4005456
69,25,-48.6806,0.0,4005092
70,25,-50.534,0.0,4005092
71,25,-56.6541,0.0,4003636
72,25,-53.6538,0.0,4005092
73,25,-58.7801,0.0,4006548
74,25,-58.9284,0.0,3993444
75,25,-53.677,0.0,4005092
76,25,-59.1699,0.0,4006184
77,25,-65.3824,0.0,4005820
78,25,-69.8655,0.0,4005092
79,25,-69.5281,0.0,4005092
80,25,-73.052,0.0,4002544
81,25,-65.9445,0.0,4005456
82,25,-70.703,0.0,4003636
83,25,-71.9553,0.0,4005092
84,25,-68.398,0.0,4004728
85,25,-68.432,0.0,4005092
86,25,-67.473,0.0,4005092
87,25,-67.1214,0.0,4005456
88,25,-67.4851,0.0,4002180
89,25,-74.9666,0.0,4005092
90,25,-69.321,0.0,4004728
91,25,-62.566,0.0,4005092
92,25,-61.7265,0.0,4003272
93,25,-60.5259,0.0,4005092
94,25,-70.7579,0.0,4004364
95,25,-66.6618,0.0,4005456
96,25,-63.428,0.0,4003636
97,25,-66.0285,0.0,4005456
98,25,-74.3529,0.0,4003636
99,25,-68.4832,0.0,4005092
100,25,-67.098,0.0,4003636
0,26,-74.6985,0.0,4005092
1,26,-74.9304,0.0,4005092
2,26,-72.2744,0.0,4005092
3,26,-74.268,0.0,4005092
4,26,-74.6728,0.0,4005092
5,26,-74.3016,0.0,4005092
6,26,-75.3678,0.0,4005820
7,26,-75.3884,0.0,4005456
8,26,-70.4602,0.0,4004728
9,26,-65.6772,0.0,4005092
10,26,-61.127,0.0,4005092
11,26,-59.4147,0.0,4005092
12,26,-56.7445,0.0,4003272
13,26,-53.0474,0.0,4005092
14,26,-54.4679,0.0,4004364
15,26,-59.6906,0.0,4005092
16,26,-60.9946,0.0,4003272
17,26,-64.9921,0.0,4005092
18,26,-66.6366,0.0,4005092
19,26,-74.2292,0.0,4005092
20,26,-62.2481,0.0,4005092
21,26,-59.823,0.0,3986711
22,26,-61.4395,0.0,4005456
23,26,-62.9049,0.0,4005456
24,26,-60.6903,0.0,4005092
25,26,-60.2952,0.0,4005456
26,26,-65.6814,0.0,4005092
27,26,-60.6104,0.0,4005820
28,26,-60.6359,0.0,4005456
29,26,-59.5415,0.0,4002180
30,26,-68.2339,0.0,4005456
31,26,-65.4688,0.0,4003636
32,26,-72.8298,0.0,4005092
33,26,-74.1125,0.0,4005092
34,26,-69.6568,0.0,4005092
35,26,-71.1134,0.0,4002544
36,26,-73.8361,0.0,4005092
37,26,-70.6937,0.0,4005092
38,26,-75.4528,0.0,4005456
39,26,-71.7432,0.0,4005092
40,26,-68.8498,0.0,4005092
41,26,-68.25,0.0,4002180
42,26,-68.3139,0.0,4004728
43,26,-67.3309,0.0,4004000
44,26,-68.8013,0.0,4005092
45,26,-74.5692,0.0,4004364
46,26,-70.8501,0.0,4005820
47,26,-75.0436,0.0,4004728
48,26,-74.8949,0.0,4005092
49,26,-74.31,0.0,4005092
